Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 19611990 (mnd)
Vennafjell;SN69070;mai.67;3,7;0,9
Vennafjell;SN69070;jun.67;6,7;1,7
Vennafjell;SN69070;jul.67;9,5;0,3
Vennafjell;SN69070;aug.67;9,6;0
Vennafjell;SN69070;sep.67;8,8;3
Vennafjell;SN69070;okt.67;1,8;0,7
Vennafjell;SN69070;nov.67;0,1;2,5
Vennafjell;SN69070;des.67;-6,6;2,1
Vennafjell;SN69070;jan.68;-6,9;1,2
Vennafjell;SN69070;feb.68;-6;0,6
Vennafjell;SN69070;mar.68;-3,8;0
Vennafjell;SN69070;apr.68;0,1;1
Vennafjell;SN69070;mai.68;1,8;2,8
Vennafjell;SN69070;jun.68;9,3;0,9
Vennafjell;SN69070;jul.68;9,2;0,6
Vennafjell;SN69070;aug.68;9,3;0,3
Vennafjell;SN69070;sep.68;7,3;1,5
Vennafjell;SN69070;okt.68;-0,6;3,1
Vennafjell;SN69070;nov.68;-2,8;0,4
Vennafjell;SN69070;des.68;-3,5;1
Vennafjell;SN69070;jan.69;-5,4;0,3
Vennafjell;SN69070;feb.69;-9,4;4
Vennafjell;SN69070;mar.69;-5,2;1,4
Vennafjell;SN69070;apr.69;0;0,9
Vennafjell;SN69070;mai.69;5,4;0,8
Vennafjell;SN69070;jun.69;11;2,6
Vennafjell;SN69070;jul.69;9,8;0
Vennafjell;SN69070;aug.69;14,8;5,2
Vennafjell;SN69070;sep.69;5,2;0,6
Vennafjell;SN69070;okt.69;3,1;0,6
Vennafjell;SN69070;nov.69;-4,8;2,4
Vennafjell;SN69070;des.69;-5,7;1,2
Vennafjell;SN69070;jan.70;-7,9;2,2
Vennafjell;SN69070;feb.70;-10,4;5
Vennafjell;SN69070;mar.70;-5,1;1,3
Vennafjell;SN69070;apr.70;-1,8;0,9
Vennafjell;SN69070;mai.70;5,2;0,6
Vennafjell;SN69070;jun.70;11,6;3,2
Vennafjell;SN69070;jul.70;9,1;0,7
Vennafjell;SN69070;aug.70;10,2;0,6
Vennafjell;SN69070;sep.70;5,6;0,2
Vennafjell;SN69070;okt.70;2,1;0,4
Vennafjell;SN69070;nov.70;-4,3;1,9
Vennafjell;SN69070;des.70;-2,9;1,6
Vennafjell;SN69070;jan.71;-3,1;2,6
Vennafjell;SN69070;feb.71;-4,8;0,6
Vennafjell;SN69070;mar.71;-5,9;2,1
Vennafjell;SN69070;apr.71;-1,5;0,6
Vennafjell;SN69070;mai.71;5,8;1,2
Vennafjell;SN69070;jun.71;7,1;1,3
Vennafjell;SN69070;jul.71;9,6;0,2
Vennafjell;SN69070;aug.71;9,4;0,2
Vennafjell;SN69070;sep.71;5,7;0,1
Vennafjell;SN69070;okt.71;1,4;1,1
Vennafjell;SN69070;nov.71;-4;1,6
Vennafjell;SN69070;des.71;-1,5;3
Vennafjell;SN69070;jan.72;-6,4;0,7
Vennafjell;SN69070;feb.72;-4,9;0,5
Vennafjell;SN69070;mar.72;-2,6;1,2
Vennafjell;SN69070;apr.72;-0,7;0,2
Vennafjell;SN69070;mai.72;5,5;0,9
Vennafjell;SN69070;jun.72;10,2;1,8
Vennafjell;SN69070;jul.72;12;2,2
Vennafjell;SN69070;aug.72;9,1;0,5
Vennafjell;SN69070;sep.72;4,2;1,6
Vennafjell;SN69070;okt.72;2,5;0
Vennafjell;SN69070;nov.72;-2,1;0,3
Vennafjell;SN69070;des.72;0,1;4,6
Vennafjell;SN69070;jan.73;-1,3;4,4
Vennafjell;SN69070;feb.73;-4,8;0,6
Vennafjell;SN69070;mar.73;-0,8;3
Vennafjell;SN69070;apr.73;-3;2,1
Vennafjell;SN69070;mai.73;3,7;0,9
Vennafjell;SN69070;jun.73;8,8;0,4
Vennafjell;SN69070;jul.73;11,3;1,5
Vennafjell;SN69070;aug.73;8,6;1
Vennafjell;SN69070;sep.73;4,5;1,3
Vennafjell;SN69070;okt.73;-0,3;2,8
Vennafjell;SN69070;nov.73;-4,3;1,9
Vennafjell;SN69070;des.73;-4,9;0,4
Vennafjell;SN69070;jan.74;-2,3;3,4
Vennafjell;SN69070;feb.74;-2,7;2,7
Vennafjell;SN69070;mar.74;-1,6;2,2
Vennafjell;SN69070;apr.74;0,7;1,6
Vennafjell;SN69070;mai.74;5,9;1,3
Vennafjell;SN69070;jun.74;9;0,6
Vennafjell;SN69070;jul.74;8,5;1,3
Vennafjell;SN69070;aug.74;9,5;0,1
Vennafjell;SN69070;sep.74;7,3;1,5
Vennafjell;SN69070;okt.74;0,4;2,1
Vennafjell;SN69070;nov.74;-1,9;0,5
Vennafjell;SN69070;des.74;-3;1,5
Vennafjell;SN69070;jan.75;-3,6;2,1
Vennafjell;SN69070;feb.75;-2;3,4
Vennafjell;SN69070;mar.75;-2,6;1,2
Vennafjell;SN69070;apr.75;-1,8;0,9
Vennafjell;SN69070;mai.75;3,2;1,4
Vennafjell;SN69070;jun.75;6,5;1,9
Vennafjell;SN69070;jul.75;10,3;0,5
Vennafjell;SN69070;aug.75;10,7;1,1
Vennafjell;SN69070;sep.75;6,2;0,4
Vennafjell;SN69070;okt.75;3,5;1
Vennafjell;SN69070;nov.75;0,3;2,7
Vennafjell;SN69070;des.75;-3,6;0,9
Vennafjell;SN69070;jan.76;-6,4;0,7
Vennafjell;SN69070;feb.76;-3,7;1,7
Vennafjell;SN69070;mar.76;-5,6;1,8
Vennafjell;SN69070;apr.76;-2,2;1,3
Vennafjell;SN69070;mai.76;5,9;1,3
Vennafjell;SN69070;jun.76;7,2;1,2
Vennafjell;SN69070;jul.76;10;0,2
Vennafjell;SN69070;aug.76;10,4;0,8
Vennafjell;SN69070;sep.76;3,5;2,3
Vennafjell;SN69070;okt.76;1,6;0,9
Vennafjell;SN69070;nov.76;-1,6;0,8
Vennafjell;SN69070;des.76;-6,8;2,3
Vennafjell;SN69070;jan.77;-7,1;1,4
Vennafjell;SN69070;feb.77;-7,7;2,3
Vennafjell;SN69070;mar.77;-2,3;1,5
Vennafjell;SN69070;apr.77;-3,8;2,9
Vennafjell;SN69070;mai.77;2,9;1,7
Vennafjell;SN69070;jun.77;6,5;1,9
Vennafjell;SN69070;jul.77;9,5;0,3
Vennafjell;SN69070;aug.77;10;0,4
Vennafjell;SN69070;sep.77;4,2;1,6
Vennafjell;SN69070;okt.77;3,9;1,4
Vennafjell;SN69070;nov.77;-1,7;0,7
Vennafjell;SN69070;des.77;-2,7;1,8
Vennafjell;SN69070;jan.78;-5,3;0,4
Vennafjell;SN69070;feb.78;-8,8;3,4
Vennafjell;SN69070;mar.78;-4,6;0,8
Vennafjell;SN69070;apr.78;-2;1,1
Vennafjell;SN69070;mai.78;4,8;0,2
Vennafjell;SN69070;jun.78;9,6;1,2
Vennafjell;SN69070;jul.78;10,4;0,6
Vennafjell;SN69070;aug.78;9,1;0,5
Vennafjell;SN69070;sep.78;4,8;1
Vennafjell;SN69070;okt.78;1,9;0,6
Vennafjell;SN69070;nov.78;-1,7;0,7
Vennafjell;SN69070;des.78;-8,9;4,4
Vennafjell;SN69070;jan.79;-8,5;2,8
Vennafjell;SN69070;feb.79;-6,3;0,9
Vennafjell;SN69070;mar.79;-3,9;0,1
Vennafjell;SN69070;apr.79;-0,8;0,1
Vennafjell;SN69070;mai.79;3,5;1,1
Vennafjell;SN69070;jun.79;9,7;1,3
Vennafjell;SN69070;jul.79;8,5;1,3
Vennafjell;SN69070;aug.79;8,8;0,8
Vennafjell;SN69070;sep.79;4,8;1
Vennafjell;SN69070;okt.79;2,6;0,1
Vennafjell;SN69070;nov.79;-2,6;0,2
Vennafjell;SN69070;des.79;-5,3;0,8
Vennafjell;SN69070;jan.80;-7,8;2,1
Vennafjell;SN69070;feb.80;-4,9;0,5
Vennafjell;SN69070;mar.80;-5,3;1,5
Vennafjell;SN69070;apr.80;0;0,9
Vennafjell;SN69070;mai.80;4,6;0
Vennafjell;SN69070;jun.80;11,4;3
Vennafjell;SN69070;jul.80;12,7;2,9
Vennafjell;SN69070;aug.80;10,4;0,8
Vennafjell;SN69070;sep.80;7,5;1,7
Vennafjell;SN69070;okt.80;-0,4;2,9
Vennafjell;SN69070;nov.80;-4,6;2,2
Vennafjell;SN69070;des.80;-5,4;0,9
Vennafjell;SN69070;jan.81;-5,8;0,1
Vennafjell;SN69070;feb.81;-6,1;0,7
Vennafjell;SN69070;mar.81;-5,4;1,6
Vennafjell;SN69070;apr.81;-1,6;0,7
Vennafjell;SN69070;mai.81;7,4;2,8
Vennafjell;SN69070;jun.81;6;2,4
Vennafjell;SN69070;jul.81;9,3;0,5
Vennafjell;SN69070;aug.81;8,1;1,5
Vennafjell;SN69070;sep.81;8;2,2
Vennafjell;SN69070;okt.81;1,7;0,8
Vennafjell;SN69070;nov.81;-3,7;1,3
Vennafjell;SN69070;des.81;-10;5,5
Vennafjell;SN69070;jan.82;-7,3;1,6
Vennafjell;SN69070;feb.82;-2,7;2,7
Vennafjell;SN69070;mar.82;-2,1;1,7
Vennafjell;SN69070;apr.82;-1,2;0,3
Vennafjell;SN69070;mai.82;3,9;0,7
Vennafjell;SN69070;jun.82;6;2,4
Vennafjell;SN69070;jul.82;10,6;0,8
Vennafjell;SN69070;aug.82;11;1,4
Vennafjell;SN69070;sep.82;5,8;0
Vennafjell;SN69070;okt.82;2,8;0,3
Vennafjell;SN69070;nov.82;-1,4;1
Vennafjell;SN69070;des.82;-3;1,5
Vennafjell;SN69070;jan.83;-3,7;2
Vennafjell;SN69070;feb.83;-5,2;0,2
Vennafjell;SN69070;mar.83;-3,3;0,5
Vennafjell;SN69070;apr.83;0,2;1,1
Vennafjell;SN69070;mai.83;6;1,4
Vennafjell;SN69070;jun.83;6,9;1,5
Vennafjell;SN69070;jul.83;10,4;0,6
Vennafjell;SN69070;aug.83;8,2;1,4
Vennafjell;SN69070;sep.83;6,4;0,6
Vennafjell;SN69070;okt.83;1,6;0,9
Vennafjell;SN69070;nov.83;-3;0,6
Vennafjell;SN69070;des.83;-3,9;0,6
Vennafjell;SN69070;jan.84;-7,4;1,7
Vennafjell;SN69070;feb.84;-3,9;1,5
Vennafjell;SN69070;mar.84;-5,2;1,4
Vennafjell;SN69070;apr.84;1,3;2,2
Vennafjell;SN69070;mai.84;7,8;3,2
Vennafjell;SN69070;jun.84;7;1,4
Vennafjell;SN69070;jul.84;8,7;1,1
Vennafjell;SN69070;aug.84;9,1;0,5
Vennafjell;SN69070;sep.84;5,1;0,7
Vennafjell;SN69070;okt.84;3,3;0,8
Vennafjell;SN69070;nov.84;0;2,4
Vennafjell;SN69070;des.84;-2,5;2
Vennafjell;SN69070;jan.85;-9,2;3,5
Vennafjell;SN69070;feb.85;-8,7;3,3
Vennafjell;SN69070;mar.85;-4,1;0,3
Vennafjell;SN69070;apr.85;-2,5;1,6
Vennafjell;SN69070;mai.85;4,6;0
Vennafjell;SN69070;jun.85;8,8;0,4
Vennafjell;SN69070;jul.85;11;1,2
Vennafjell;SN69070;aug.85;10,3;0,7
Vennafjell;SN69070;sep.85;3,7;2,1
Vennafjell;SN69070;okt.85;3,9;1,4
Vennafjell;SN69070;nov.85;-4,7;2,3
Vennafjell;SN69070;des.85;-6,6;2,1
Vennafjell;SN69070;jan.86;-8,6;2,9
Vennafjell;SN69070;feb.86;-6,7;1,3
Vennafjell;SN69070;mar.86;-1,7;2,1
Vennafjell;SN69070;apr.86;-2,6;1,7
Vennafjell;SN69070;mai.86;6,3;1,7
Vennafjell;SN69070;jun.86;10,4;2
Vennafjell;SN69070;jul.86;9,6;0,2
Vennafjell;SN69070;aug.86;8,3;1,3
Vennafjell;SN69070;sep.86;2,8;3
Vennafjell;SN69070;okt.86;2,4;0,1
Vennafjell;SN69070;nov.86;-0,4;2
Vennafjell;SN69070;des.86;-6,7;2,2
Vennafjell;SN69070;jan.87;-9,1;3,4
Vennafjell;SN69070;feb.87;-5,9;0,5
Vennafjell;SN69070;mar.87;-6;2,2
Vennafjell;SN69070;apr.87;0,5;1,4
Vennafjell;SN69070;mai.87;2,7;1,9
Vennafjell;SN69070;jun.87;7;1,4
Vennafjell;SN69070;jul.87;9,4;0,4
Vennafjell;SN69070;aug.87;7,4;2,2
Vennafjell;SN69070;sep.87;5,3;0,5
Vennafjell;SN69070;okt.87;4,6;2,1
Vennafjell;SN69070;nov.87;-1,8;0,6
Vennafjell;SN69070;des.87;-2,6;1,9
Vennafjell;SN69070;jan.88;-3,5;2,2
Vennafjell;SN69070;feb.88;-4,9;0,5
Vennafjell;SN69070;mar.88;-5,3;1,5
Vennafjell;SN69070;apr.88;-2,8;1,9
Vennafjell;SN69070;mai.88;6,1;1,5
Verdal - Reppe;SN70150;mar.71;-3,4;2,4
Verdal - Reppe;SN70150;apr.71;3;0
Verdal - Reppe;SN70150;mai.71;9,8;1,3
Verdal - Reppe;SN70150;jun.71;11,5;1
Verdal - Reppe;SN70150;jul.71;13,6;0,1
Verdal - Reppe;SN70150;aug.71;13,1;0,1
Verdal - Reppe;SN70150;sep.71;8,9;0,1
Verdal - Reppe;SN70150;okt.71;4,6;1,4
Verdal - Reppe;SN70150;nov.71;-1;1
Verdal - Reppe;SN70150;des.71;1,5;4,5
Verdal - Reppe;SN70150;jan.72;-6,2;1,7
Verdal - Reppe;SN70150;feb.72;-2,4;1,6
Verdal - Reppe;SN70150;mar.72;0,8;1,8
Verdal - Reppe;SN70150;apr.72;3,7;0,7
Verdal - Reppe;SN70150;mai.72;9,8;1,3
Verdal - Reppe;SN70150;jun.72;14,6;2,1
Verdal - Reppe;SN70150;jul.72;15,6;2,1
Verdal - Reppe;SN70150;aug.72;13,4;0,4
Verdal - Reppe;SN70150;sep.72;8;1
Verdal - Reppe;SN70150;okt.72;4,9;1,1
Verdal - Reppe;SN70150;nov.72;1,1;1,1
Verdal - Reppe;SN70150;des.72;2,1;5,1
Verdal - Reppe;SN70150;jan.73;2,2;6,7
Verdal - Reppe;SN70150;feb.73;-2,3;1,7
Verdal - Reppe;SN70150;mar.73;3,2;4,2
Verdal - Reppe;SN70150;apr.73;2,1;0,9
Verdal - Reppe;SN70150;mai.73;8,2;0,3
Verdal - Reppe;SN70150;jun.73;12,6;0,1
Verdal - Reppe;SN70150;jul.73;15,3;1,8
Verdal - Reppe;SN70150;aug.73;12,2;0,8
Verdal - Reppe;SN70150;sep.73;8,2;0,8
Verdal - Reppe;SN70150;okt.73;3,3;2,7
Verdal - Reppe;SN70150;nov.73;-2,1;2,1
Verdal - Reppe;SN70150;des.73;-2,6;0,4
Verdal - Reppe;SN70150;jan.74;1,1;5,6
Verdal - Reppe;SN70150;feb.74;-0,4;3,6
Verdal - Reppe;SN70150;mar.74;0,4;1,4
Verdal - Reppe;SN70150;apr.74;4,5;1,5
Verdal - Reppe;SN70150;mai.74;10,2;1,7
Verdal - Reppe;SN70150;jun.74;13,5;1
Verdal - Reppe;SN70150;jul.74;12,7;0,8
Verdal - Reppe;SN70150;aug.74;13,3;0,3
Verdal - Reppe;SN70150;sep.74;11,1;2,1
Verdal - Reppe;SN70150;okt.74;3,9;2,1
Verdal - Reppe;SN70150;nov.74;-0,8;0,8
Verdal - Reppe;SN70150;des.74;0,2;3,2
Verdal - Reppe;SN70150;jan.75;-0,3;4,2
Verdal - Reppe;SN70150;feb.75;0,6;4,6
Verdal - Reppe;SN70150;mar.75;0,8;1,8
Verdal - Reppe;SN70150;apr.75;2,9;0,1
Verdal - Reppe;SN70150;mai.75;7,8;0,7
Verdal - Reppe;SN70150;jun.75;10,3;2,2
Verdal - Reppe;SN70150;jul.75;13,5;0
Verdal - Reppe;SN70150;aug.75;13,7;0,7
Verdal - Reppe;SN70150;sep.75;9,6;0,6
Verdal - Reppe;SN70150;okt.75;5,7;0,3
Verdal - Reppe;SN70150;nov.75;2,3;2,3
Verdal - Reppe;SN70150;des.75;-0,1;2,9
Verdal - Reppe;SN70150;jan.76;-4,6;0,1
Verdal - Reppe;SN70150;feb.76;-1,9;2,1
Verdal - Reppe;SN70150;mar.76;-2,6;1,6
Verdal - Reppe;SN70150;apr.76;2,1;0,9
Verdal - Reppe;SN70150;mai.76;10,5;2
Verdal - Reppe;SN70150;jun.76;11,4;1,1
Verdal - Reppe;SN70150;jul.76;13,6;0,1
Verdal - Reppe;SN70150;aug.76;12,9;0,1
Verdal - Reppe;SN70150;sep.76;6;3
Verdal - Reppe;SN70150;okt.76;5,4;0,6
Verdal - Reppe;SN70150;nov.76;1;1
Verdal - Reppe;SN70150;des.76;-5,1;2,1
Verdal - Reppe;SN70150;jan.77;-6,5;2
Verdal - Reppe;SN70150;feb.77;-6,9;2,9
Verdal - Reppe;SN70150;mar.77;0,8;1,8
Verdal - Reppe;SN70150;apr.77;0,9;2,1
Verdal - Reppe;SN70150;mai.77;6,9;1,6
Verdal - Reppe;SN70150;jun.77;10,5;2
Verdal - Reppe;SN70150;jul.77;13,4;0,1
Verdal - Reppe;SN70150;aug.77;13,3;0,3
Verdal - Reppe;SN70150;sep.77;8,2;0,8
Verdal - Reppe;SN70150;okt.77;6,8;0,8
Verdal - Reppe;SN70150;nov.77;1,6;1,6
Verdal - Reppe;SN70150;des.77;0,6;3,6
Verdal - Reppe;SN70150;jan.78;-3;1,5
Verdal - Reppe;SN70150;feb.78;-7;3
Verdal - Reppe;SN70150;mar.78;-0,6;0,4
Verdal - Reppe;SN70150;apr.78;2,3;0,7
Verdal - Reppe;SN70150;mai.78;9;0,5
Verdal - Reppe;SN70150;jun.78;13,4;0,9
Verdal - Reppe;SN70150;jul.78;14,9;1,4
Verdal - Reppe;SN70150;aug.78;12,9;0,1
Verdal - Reppe;SN70150;sep.78;8,8;0,2
Verdal - Reppe;SN70150;okt.78;4,8;1,2
Verdal - Reppe;SN70150;nov.78;0,9;0,9
Verdal - Reppe;SN70150;des.78;-8,9;5,9
Verdal - Reppe;SN70150;jan.79;-7,9;3,4
Verdal - Reppe;SN70150;feb.79;-4,7;0,7
Verdal - Reppe;SN70150;mar.79;0,2;1,2
Verdal - Reppe;SN70150;apr.79;3,4;0,4
Verdal - Reppe;SN70150;mai.79;7,9;0,6
Verdal - Reppe;SN70150;jun.79;13,3;0,8
Verdal - Reppe;SN70150;des.84;0,3;3,3
Verdal - Reppe;SN70150;jan.85;-7,7;3,2
Verdal - Reppe;SN70150;feb.85;-9,3;5,3
Verdal - Reppe;SN70150;mar.85;-0,5;0,5
Verdal - Reppe;SN70150;apr.85;1,6;1,4
Verdal - Reppe;SN70150;mai.85;8,3;0,2
Verdal - Reppe;SN70150;jun.85;13,1;0,6
Verdal - Reppe;SN70150;jul.85;14,9;1,4
Verdal - Reppe;SN70150;aug.85;14;1
Verdal - Reppe;SN70150;sep.85;8,1;0,9
Verdal - Reppe;SN70150;okt.85;7,2;1,2
Verdal - Reppe;SN70150;nov.85;-1,7;1,7
Verdal - Reppe;SN70150;des.85;-4,9;1,9
Verdal - Reppe;SN70150;jan.86;-9,2;4,7
Verdal - Reppe;SN70150;feb.86;-5,1;1,1
Verdal - Reppe;SN70150;mar.86;1,8;2,8
Verdal - Reppe;SN70150;apr.86;1,9;1,1
Verdal - Reppe;SN70150;mai.86;10,8;2,3
Verdal - Reppe;SN70150;jun.86;14,6;2,1
Verdal - Reppe;SN70150;jul.86;13,7;0,2
Verdal - Reppe;SN70150;aug.86;12,2;0,8
Verdal - Reppe;SN70150;sep.86;7;2
Verdal - Reppe;SN70150;okt.86;6,1;0,1
Verdal - Reppe;SN70150;nov.86;3;3
Verdal - Reppe;SN70150;des.86;-5;2
Verdal - Reppe;SN70150;jan.87;-10,2;5,7
Verdal - Reppe;SN70150;feb.87;-3,6;0,4
Verdal - Reppe;SN70150;mar.87;-3,1;2,1
Verdal - Reppe;SN70150;apr.87;4,1;1,1
Verdal - Reppe;SN70150;mai.87;7,2;1,3
Verdal - Reppe;SN70150;jun.87;11,7;0,8
Verdal - Reppe;SN70150;jul.87;13,5;0
Verdal - Reppe;SN70150;aug.87;11;2
Verdal - Reppe;SN70150;sep.87;9,2;0,2
Verdal - Reppe;SN70150;okt.87;8,2;2,2
Verdal - Reppe;SN70150;nov.87;1,3;1,3
Verdal - Reppe;SN70150;des.87;-0,3;2,7
Verdal - Reppe;SN70150;jan.88;-1;3,5
Verdal - Reppe;SN70150;feb.88;-2,8;1,2
Verdal - Reppe;SN70150;mar.88;-2,1;1,1
Verdal - Reppe;SN70150;apr.88;1,1;1,9
Verdal - Reppe;SN70150;mai.88;10,2;1,7
Verdal - Reppe;SN70150;jun.88;13,4;0,9
Verdal - Reppe;SN70150;jul.88;16,6;3,1
Verdal - Reppe;SN70150;aug.88;14,5;1,5
Verdal - Reppe;SN70150;sep.88;11,1;2,1
Verdal - Reppe;SN70150;okt.88;5,2;0,8
Verdal - Reppe;SN70150;nov.88;-0,3;0,3
Verdal - Reppe;SN70150;des.88;-0,6;2,4
Verdal - Reppe;SN70150;jan.89;2,2;6,7
Verdal - Reppe;SN70150;feb.89;1,3;5,3
Verdal - Reppe;SN70150;mar.89;3,1;4,1
Verdal - Reppe;SN70150;apr.89;5,2;2,2
Verdal - Reppe;SN70150;mai.89;8,4;0,1
Verdal - Reppe;SN70150;jun.89;12,9;0,4
Verdal - Reppe;SN70150;jul.89;13;0,5
Verdal - Reppe;SN70150;aug.89;13,4;0,4
Verdal - Reppe;SN70150;sep.89;9,8;0,8
Verdal - Reppe;SN70150;okt.89;5,9;0,1
Verdal - Reppe;SN70150;nov.89;2;2
Verdal - Reppe;SN70150;des.89;-2,1;0,9
Verdal - Reppe;SN70150;jan.90;-1,1;3,4
Verdal - Reppe;SN70150;feb.90;3,6;7,6
Verdal - Reppe;SN70150;mar.90;2;3
Verdal - Reppe;SN70150;apr.90;4,8;1,8
Verdal - Reppe;SN70150;mai.90;8,4;0,1
Verdal - Reppe;SN70150;jun.90;14;1,5
Verdal - Reppe;SN70150;jul.90;13,9;0,4
Verdal - Reppe;SN70150;aug.90;14,2;1,2
Verdal - Reppe;SN70150;sep.90;9,8;0,8
Verdal - Reppe;SN70150;okt.90;6,1;0,1
Verdal - Reppe;SN70150;nov.90;1,3;1,3
Verdal - Reppe;SN70150;des.90;1;4
Verdal - Reppe;SN70150;jan.91;-0,8;3,7
Verdal - Reppe;SN70150;feb.91;-3,6;0,4
Verdal - Reppe;SN70150;mar.91;2,1;3,1
Verdal - Reppe;SN70150;apr.91;5,4;2,4
Verdal - Reppe;SN70150;mai.91;6,6;1,9
Verdal - Reppe;SN70150;jun.91;11,1;1,4
Verdal - Reppe;SN70150;jul.91;15,6;2,1
Verdal - Reppe;SN70150;aug.91;14,8;1,8
Verdal - Reppe;SN70150;sep.91;9,1;0,1
Verdal - Reppe;SN70150;okt.91;5,2;0,8
Verdal - Reppe;SN70150;nov.91;2,6;2,6
Verdal - Reppe;SN70150;des.91;0,8;3,8
Verdal - Reppe;SN70150;jan.92;1,4;5,9
Verdal - Reppe;SN70150;feb.92;0,5;4,5
Verdal - Reppe;SN70150;mar.92;2,3;3,3
Verdal - Reppe;SN70150;des.92;0,2;3,2
Verdal - Reppe;SN70150;jan.93;0,1;4,6
Verdal - Reppe;SN70150;feb.93;-1;3
Verdal - Reppe;SN70150;mar.93;0,2;1,2
Verdal - Reppe;SN70150;apr.93;4,9;1,9
Verdal - Reppe;SN70150;mai.93;9,5;1
Verdal - Reppe;SN70150;jun.93;8,8;3,7
Verdal - Reppe;SN70150;jul.93;13,7;0,2
Verdal - Reppe;SN70150;aug.93;12;1
Verdal - Reppe;SN70150;sep.93;8,1;0,9
Verdal - Reppe;SN70150;okt.93;3,4;2,6
Verdal - Reppe;SN70150;nov.93;-0,5;0,5
Verdal - Reppe;SN70150;des.93;-3,3;0,3
Verdal - Reppe;SN70150;jan.94;-5,1;0,6
Verdal - Reppe;SN70150;feb.94;-7,8;3,8
Verdal - Reppe;SN70150;mar.94;-0,1;0,9
Verdal - Reppe;SN70150;apr.94;4,9;1,9
Verdal - Reppe;SN70150;mai.94;7,1;1,4
Verdal - Reppe;SN70150;jun.94;9,7;2,8
Verdal - Reppe;SN70150;jul.94;16,4;2,9
Verdal - Reppe;SN70150;aug.94;14;1
Verdal - Reppe;SN70150;sep.94;9,1;0,1
Verdal - Reppe;SN70150;okt.94;3,6;2,4
Verdal - Reppe;SN70150;nov.94;0,9;0,9
Verdal - Reppe;SN70150;des.94;0,9;3,9
Verdal - Reppe;SN70150;jan.95;-1,5;3
Verdal - Reppe;SN70150;feb.95;-0,6;3,4
Verdal - Reppe;SN70150;mar.95;0,5;1,5
Verdal - Reppe;SN70150;apr.95;1,6;1,4
Verdal - Reppe;SN70150;mai.95;7,3;1,2
Verdal - Reppe;SN70150;jun.95;11,4;1,1
Verdal - Reppe;SN70150;jul.95;12,8;0,7
Verdal - Reppe;SN70150;aug.95;12,3;0,7
Verdal - Reppe;SN70150;sep.95;10,3;1,3
Verdal - Reppe;SN70150;okt.95;7,1;1,1
Verdal - Reppe;SN70150;nov.95;-1,9;1,9
Verdal - Reppe;SN70150;des.95;-3,4;0,4
Verdal - Reppe;SN70150;jan.96;-3,6;0,9
Verdal - Reppe;SN70150;feb.96;-5,5;1,5
Verdal - Reppe;SN70150;mar.96;-0,5;0,5
Verdal - Reppe;SN70150;apr.96;3,5;0,5
Verdal - Reppe;SN70150;mai.96;7;1,5
Verdal - Reppe;SN70150;jun.96;11,1;1,4
Verdal - Reppe;SN70150;jul.96;12,4;1,1
Verdal - Reppe;SN70150;aug.96;17;4
Verdal - Reppe;SN70150;sep.96;8,3;0,7
Verdal - Reppe;SN70150;okt.96;6,3;0,3
Verdal - Reppe;SN70150;nov.96;-1,7;1,7
Verdal - Reppe;SN70150;des.96;-3,6;0,6
Verdal - Reppe;SN70150;jan.97;-0,3;4,2
Verdal - Reppe;SN70150;feb.97;-1,3;2,7
Verdal - Reppe;SN70150;mar.97;0,2;1,2
Verdal - Reppe;SN70150;apr.97;1,2;1,8
Verdal - Reppe;SN70150;mai.97;6,5;2
Verdal - Reppe;SN70150;jun.97;13,7;1,2
Verdal - Reppe;SN70150;jul.97;17,1;3,6
Verdal - Reppe;SN70150;aug.97;16,6;3,6
Verdal - Reppe;SN70150;sep.97;10,4;1,4
Verdal - Reppe;SN70150;okt.97;3,5;2,5
Verdal - Reppe;SN70150;nov.97;-0,2;0,2
Verdal - Reppe;SN70150;des.97;-1,4;1,6
Verdal - Reppe;SN70150;jan.98;-1;3,5
Verdal - Reppe;SN70150;feb.98;-0,4;3,6
Verdal - Reppe;SN70150;mar.98;-0,4;0,6
Verdal - Reppe;SN70150;apr.98;2,7;0,3
Verdal - Reppe;SN70150;mai.98;7,4;1,1
Verdal - Reppe;SN70150;jun.98;11,9;0,6
Verdal - Reppe;SN70150;jul.98;13,6;0,1
Verdal - Reppe;SN70150;aug.98;12,3;0,7
Verdal - Reppe;SN70150;sep.98;11,5;2,5
Verdal - Reppe;SN70150;okt.98;4,7;1,3
Verdal - Reppe;SN70150;nov.98;-1,9;1,9
Verdal - Reppe;SN70150;des.98;-1,8;1,2
Verdal - Reppe;SN70150;jan.99;-3,4;1,1
Verdal - Reppe;SN70150;feb.99;-2,4;1,6
Verdal - Reppe;SN70150;mar.99;0;1
Verdal - Reppe;SN70150;apr.99;4,6;1,6
Verdal - Reppe;SN70150;mai.99;7,7;0,8
Verdal - Reppe;SN70150;jun.99;12,9;0,4
Verdal - Reppe;SN70150;jul.99;13,5;0
Verdal - Reppe;SN70150;aug.99;12,2;0,8
Verdal - Reppe;SN70150;sep.99;13,4;4,4
Verdal - Reppe;SN70150;okt.99;5,2;0,8
Verdal - Reppe;SN70150;nov.99;4,4;4,4
Verdal - Reppe;SN70150;des.99;-5,1;2,1
